customer_id,full_name,email,region,signup_date
4063,Nancy Wilson,pattersonangela@example.org,Europe,2024-03-26
5178,John Pineda,hernandezmarcus@example.org,Middle East,2026-03-18
5934,Kenneth Howard DDS,alicia28@example.org,Asia,2025-09-12
3611,Joshua Davis,nicolealvarado@example.com,North America,2025-01-31
5809,Paul Moreno,wilsonmichael@example.org,North America,2026-04-13
4994,Melanie Flores,cruzamber@example.com,Middle East,2023-08-28
9468,Jaime Lang,stucker@example.net,Latin America,2024-05-15
6248,Tiffany Jackson,simsjason@example.net,Asia,2024-06-16
7950,Christine Poole,elucas@example.net,Asia,2026-06-20
3519,Mitchell Johnson,brownlaura@example.net,Latin America,2023-11-07
4729,Jennifer Hayes,bhamilton@example.com,Middle East,2026-05-31
2938,Margaret Montgomery,haynescharles@example.net,Middle East,2024-01-01
5748,Elizabeth Miller,,North America,2025-07-26
3561,Brandy Myers,susan24@example.net,Latin America,2026-04-22
7113,Alexandra Baxter,davidsmith@example.net,Middle East,2025-03-24
9800,Angela Clark,jason82@example.org,Europe,2024-05-01
4617,Dawn Wilson,yorksarah@example.net,Asia,2025-07-06
2198,Austin Garcia,wlynn@example.org,North America,2026-05-28
4842,Manuel Mccullough,todd59@example.net,Latin America,2024-11-06
3496,Holly Stewart,ujackson@example.org,North America,2024-06-29
8145,Ian Frazier,natalie77@example.com,Middle East,2024-11-06
8978,Casey Obrien,michele28@example.org,Middle East,2024-09-01
2252,Stephanie Atkinson,hessbeth@example.net,Europe,2024-06-15
1600,Kimberly Lutz,jvaldez@example.com,Asia,2025-03-21
4658,Leah Vincent,stevendixon@example.com,Latin America,2025-02-05
9227,David Maynard,katherinetaylor@example.org,North America,2024-04-24
3395,Karen Howard,kathleenhall@example.com,Asia,2025-02-13
4834,Daniel Velez,paul70@example.org,Middle East,2026-04-23
6309,Warren Schultz,mary49@example.net,Asia,2025-12-22
3848,James Matthews,blacknicholas@example.org,North America,2025-09-30
7649,Sean Tucker,aeaton@example.net,Asia,2024-02-21
8207,Billy Schneider,edwardmoore@example.net,Middle East,2024-01-20
4773,Gary Wilson,lmendoza@example.org,Asia,2026-04-21
7732,Andrew Berry,dennishunt@example.net,Latin America,2024-03-05
3725,Christopher Mullen,johnsjessica@example.com,Asia,2023-12-01
4548,Willie Dillon,jeffreyjenkins@example.org,Latin America,2026-01-11
3979,Kayla Jackson,sandra99@example.org,Asia,2024-07-12
7196,Brian Harris,mserrano@example.org,Middle East,2024-04-21
8796,Linda Rich,davisdonna@example.net,Europe,2025-11-04
1019,Patricia Banks,cwood@example.net,Europe,2025-10-21
8028,Robert Clarke,zbell@example.net,Latin America,2026-07-07
2600,David Cannon,campbellnancy@example.com,Latin America,2024-08-24
4096,Patrick Smith,meyernicholas@example.org,Europe,2026-06-23
6175,Brian Simmons,jose86@example.net,Middle East,2025-02-08
5514,Jennifer Harris DDS,jwhite@example.net,Middle East,2025-08-10
5157,Laura Schroeder MD,melissahopkins@example.net,Asia,2024-07-11
8317,Tiffany Garcia,zhartman@example.net,Latin America,2026-02-28
1852,Vincent Smith,morrowthomas@example.net,Middle East,2025-05-27
2444,Daniel Miller,ramseysarah@example.com,North America,2026-02-28
9536,Victor Brown,daniellegonzales@example.org,Asia,2026-05-06
9489,Andrew Greene,christinacraig@example.com,Asia,2024-07-26
1004,Angie Hill,zgomez@example.com,Europe,2026-01-16
4281,Nancy Jones,,Latin America,2026-01-11
6703,Robert Perez,,Middle East,2024-08-29
3867,Brian Jones,matthew18@example.com,Middle East,2025-11-02
5098,Tracy Hart,katherineali@example.com,Asia,2026-06-13
8548,Shannon Olson,carlos33@example.com,Latin America,2025-04-21
6785,Alexandra Collier,,Latin America,2025-01-02
2245,Cassandra Edwards,patriciaadams@example.net,Latin America,2026-06-16
4115,Mr. Nicolas Salas II,maryhuff@example.com,Europe,2024-03-19
2747,Blake Sosa,waustin@example.net,Middle East,2023-09-24
8901,Ethan Villanueva,travis84@example.com,Latin America,2024-06-30
7276,Robert Garcia,nicole26@example.org,Middle East,2026-04-12
2938,Margaret Montgomery,haynescharles@example.net,Middle East,2024-01-01
9543,Mason Johnson,bboone@example.net,Middle East,2024-01-04
7532,Jacob Hoffman,,Middle East,2024-08-09
9728,Jacob Hunter,alexander67@example.org,Europe,2025-05-24
7253,Jennifer Pitts,,Europe,2025-12-21
5897,Kimberly Edwards,jamesweber@example.com,Asia,2026-06-21
3615,Matthew Adams,gallagherstacie@example.net,North America,2025-03-15
2747,Blake Sosa,waustin@example.net,Middle East,2023-09-24
3869,Jessica Simpson,shelly68@example.com,Middle East,2026-07-06
